6,IAH,ABQ
66,IAH,SAN
8,IAH,ORD
8,IAH,FLL
6,IAH,ATL
3,IAH,SEA
21,IAH,PHL
12,IAH,SAT
12,IAH,DFW
2,IAH,MIA
14,IAH,LAX
63,IAH,SNA
5,IAH,PBI
7,IAH,LGA
32,IAH,PHL
11,IAH,CLE
2,IAH,RDU
1,IAH,OMA
48,IAH,SMF
19,IAH,HNL
12,IAH,MSY
2,IAH,DEN
66,IAH,EWR
160,IAH,EWR
2,IAH,MSY
2,IAH,LAX
8,IAH,ORD
4,IAH,ONT
1,IAH,SFO
11,IAH,DEN
2,IAH,PHX
26,IAH,LGA
10,IAH,DCA
12,IAH,DEN
13,IAH,BOS
26,IAH,EWR
21,IAH,PHX
1,IAH,BWI
8,IAH,LGA
2,IAH,SFO
1,IAH,SAT
3,IAH,SJC
45,IAH,LGA
1,IAH,SAT
1,IAH,BOS
1,IAH,LAS
171,IAH,EWR
83,IAH,LGA
2,IAH,PIT
3,IAH,SLC
9,IAH,SFO
11,IAH,DEN
3,IAH,DEN
6,IAH,MSP
7,IAH,SFO
1,IAH,LAS
1,IAH,SAN
7,IAH,ORD
12,IAH,SLC
9,IAH,SEA
3,IAH,SFO
144,IAH,PHL
1,IAH,MCO
10,IAH,LAX
4,IAH,DEN
31,IAH,EWR
16,IAH,PHX
20,IAH,ORD
7,IAH,SFO
5,IAH,SAT
6,IAH,MCO
5,IAH,AUS
5,IAH,SNA
94,IAH,SAT
1,IAH,LAS
3,IAH,TPA
7,IAH,SNA
1,IAH,AUS
76,IAH,FLL
2,IAH,AUS
3,IAH,RSW
3,IAH,MIA
1,IAH,SNA
20,IAH,RSW
1,IAH,ELP
1,IAH,PHL
4,IAH,LAX
1,IAH,SAN
1,IAH,ORD
12,IAH,FLL
7,IAH,SEA
10,IAH,MIA
6,IAH,LAX
152,IAH,PHL
1,IAH,CLE
7,IAH,MCO
91,IAH,AUS
115,IAH,DEN
4,IAH,EWR
3,IAH,LAX
2,IAH,ORD
8,IAH,ONT
1,IAH,SFO
2,IAH,EWR
46,IAH,DCA
1,IAH,DEN
48,IAH,PDX
9,IAH,EWR
24,IAH,PHX
1,IAH,SFO
4,IAH,IAD
4,IAH,EWR
28,IAH,SJC
2,IAH,ORD
3,IAH,ORD
1,IAH,SLC
1,IAH,ORD
5,IAH,BOS
1,IAH,LAS
15,IAH,DEN
1,IAH,DEN
52,IAH,MSP
1,IAH,CLE
3,IAH,SEA
82,IAH,BOS
50,IAH,PDX
3,IAH,LGA
4,IAH,SAN
20,IAH,SEA
3,IAH,SFO
2,IAH,MCO
3,IAH,LAX
7,IAH,EWR
1,IAH,PHX
4,IAH,EWR
2,IAH,SAT
4,IAH,MCO
9,IAH,LAX
14,IAH,DEN
1,IAH,AUS
2,IAH,CLT
112,IAH,DTW
1,IAH,TPA
2,IAH,SNA
1,IAH,AUS
12,IAH,ORD
2,IAH,FLL
25,IAH,AUS
35,IAH,MCO
2,IAH,SAN
74,IAH,SNA
4,IAH,LGA
3,IAH,SMF
1,IAH,PHL
7,IAH,SAN
1,IAH,ONT
29,IAH,FLL
1,IAH,ATL
3,IAH,SEA
2,IAH,PHL
3,IAH,SAT
20,IAH,MIA
38,IAH,LAX
13,IAH,SNA
1,IAH,SMF
139,IAH,HNL
1,IAH,MSY
14,IAH,MSY
1,IAH,AUS
15,IAH,LAX
9,IAH,DEN
1,IAH,EWR
40,IAH,EWR
2,IAH,EWR
23,IAH,LAX
37,IAH,ONT
1,IAH,DCA
4,IAH,SFO
2,IAH,LAS
9,IAH,TPA
8,IAH,SJU
6,IAH,PHX
17,IAH,AUS
41,IAH,RDU
1,IAH,DCA
5,IAH,SEA
21,IAH,SFO
8,IAH,DEN
2,IAH,SAT
1,IAH,LAS
15,IAH,DEN
3,IAH,PDX
7,IAH,EWR
21,IAH,PHX
6,IAH,BWI
7,IAH,DCA
14,IAH,SFO
3,IAH,BOS
66,IAH,IND
8,IAH,SJC
30,IAH,BWI
5,IAH,LGA
10,IAH,ORD
28,IAH,ORD
2,IAH,DCA
6,IAH,SEA
9,IAH,SAT
4,IAH,BOS
12,IAH,IND
2,IAH,MFE
8,IAH,PHX
4,IAH,PIT
6,IAH,SLC
7,IAH,ORD
21,IAH,SNA
52,IAH,SFO
1,IAH,BOS
37,IAH,MCO
26,IAH,LAS
3,IAH,DEN
3,IAH,DEN
16,IAH,TPA
20,IAH,MSP
5,IAH,LGA
5,IAH,CLE
38,IAH,DCA
42,IAH,SEA
5,IAH,MCO
44,IAH,LAS
66,IAH,PDX
2,IAH,MSY
37,IAH,LGA
7,IAH,SAN
12,IAH,SAN
8,IAH,AUS
3,IAH,SLC
2,IAH,MSY
10,IAH,SEA
18,IAH,SFO
3,IAH,PHL
22,IAH,LAX
2,IAH,DEN
3,IAH,EWR
11,IAH,PHX
17,IAH,EWR
5,IAH,ORD
43,IAH,DCA
27,IAH,SFO
3,IAH,SAT
20,IAH,MCO
10,IAH,LAX
3,IAH,DEN
34,IAH,AUS
4,IAH,MSY
10,IAH,SNA
9,IAH,RSW
2,IAH,PHL
2,IAH,SAT
16,IAH,DTW
2,IAH,LAX
6,IAH,LAS
9,IAH,DCA
12,IAH,TPA
2,IAH,SNA
7,IAH,AUS
25,IAH,ORD
8,IAH,RSW
22,IAH,MCI
30,IAH,AUS
3,IAH,MCO
30,IAH,SAN
4,IAH,MIA
4,IAH,AUS
4,IAH,LAX
2,IAH,PHX
6,IAH,MFE
3,IAH,SNA
25,IAH,MFE
12,IAH,SMF
32,IAH,ORD
20,IAH,FLL
21,IAH,RSW
20,IAH,ELP
15,IAH,PHL
7,IAH,SAN
3,IAH,LAX
60,IAH,MFE
8,IAH,OKC
1,IAH,SMF
15,IAH,SAN
9,IAH,ORD
18,IAH,FLL
2,IAH,ATL
8,IAH,PHL
11,IAH,SAT
15,IAH,TUS
2,IAH,DFW
23,IAH,LAX
1,IAH,PBI
14,IAH,PHL
9,IAH,CLE
25,IAH,RDU
4,IAH,OMA
7,IAH,MCO
23,IAH,SMF
1,IAH,HNL
60,IAH,MSY
5,IAH,LAX
8,IAH,DEN
1,IAH,EWR
19,IAH,EWR
1,IAH,EWR
1,IAH,EWR
16,IAH,LAX
7,IAH,DCA
6,IAH,MIA
3,IAH,LAS
19,IAH,PDX
1,IAH,EWR
21,IAH,SJU
3,IAH,RDU
11,IAH,SEA
1,IAH,SFO
1,IAH,DEN
14,IAH,LAS
14,IAH,DEN
3,IAH,EWR
5,IAH,BWI
7,IAH,SFO
2,IAH,BOS
3,IAH,LAS
4,IAH,SAN
1,IAH,IAD
2,IAH,IAD
15,IAH,EWR
9,IAH,SJC
11,IAH,BWI
9,IAH,TUL
2,IAH,ORD
10,IAH,DCA
11,IAH,SEA
2,IAH,LAS
2,IAH,DEN
1,IAH,EWR
14,IAH,MFE
3,IAH,PHX
4,IAH,LGA
10,IAH,PIT
9,IAH,SFO
3,IAH,MCO
18,IAH,LAS
17,IAH,MSP
1,IAH,MSY
17,IAH,DCA
8,IAH,SEA
24,IAH,SFO
5,IAH,BOS
1,IAH,LAS
7,IAH,PDX
4,IAH,LGA
17,IAH,SAN
12,IAH,SAN
8,IAH,ORD
22,IAH,SNA
11,IAH,MSY
9,IAH,SEA
13,IAH,SFO
2,IAH,LAX
7,IAH,PHX
14,IAH,EWR
2,IAH,ORD
1,IAH,FLL
1,IAH,SFO
8,IAH,SAT
1,IAH,LAS
7,IAH,DEN
4,IAH,AUS
11,IAH,PIT
47,IAH,FLL
24,IAH,SAT
2,IAH,LAS
4,IAH,TPA
7,IAH,SNA
2,IAH,FLL
8,IAH,RSW
25,IAH,MCO
3,IAH,SAN
9,IAH,LAX
1,IAH,PHX
8,IAH,LGA
5,IAH,SMF
4,IAH,ORD
13,IAH,FLL
4,IAH,RSW
10,IAH,PHL
16,IAH,SAN
11,IAH,MIA
3,IAH,MFE
15,IAH,OKC
6,IAH,SAN
1,IAH,AUS
8,IAH,SEA
8,IAH,PHL
24,IAH,SAT
2,IAH,MIA
6,IAH,LAX
6,IAH,PHL
2,IAH,CLE
20,IAH,RDU
4,IAH,OMA
1,IAH,SMF
17,IAH,HNL
1,IAH,AUS
18,IAH,DEN
7,IAH,EWR
25,IAH,EWR
2,IAH,EWR
3,IAH,EWR
42,IAH,LAX
3,IAH,ORD
12,IAH,ONT
1,IAH,SFO
11,IAH,MIA
42,IAH,LAS
1,IAH,EWR
23,IAH,PHX
6,IAH,BWI
18,IAH,AUS
6,IAH,RDU
5,IAH,SEA
2,IAH,DEN
8,IAH,PDX
28,IAH,EWR
15,IAH,PHX
4,IAH,MSY
10,IAH,GUC
6,IAH,SFO
1,IAH,BOS
12,IAH,LAS
4,IAH,IAD
2,IAH,SJC
2,IAH,BWI
1,IAH,LGA
20,IAH,ORD
8,IAH,ORD
5,IAH,SEA
3,IAH,SAT
1,IAH,BOS
1,IAH,LAS
8,IAH,DEN
3,IAH,PHX
2,IAH,PIT
2,IAH,SLC
7,IAH,ORD
9,IAH,SFO
2,IAH,MCO
2,IAH,DEN
11,IAH,DEN
2,IAH,MSP
16,IAH,CLE
5,IAH,DCA
4,IAH,EGE
20,IAH,SEA
6,IAH,LAS
29,IAH,PDX
1,IAH,SAN
2,IAH,SAN
22,IAH,SFO
60,IAH,DTW
19,IAH,DEN
3,IAH,SFO
97,IAH,MCO
10,IAH,LAX
3,IAH,PIT
3,IAH,FLL
7,IAH,PHL
2,IAH,FLL
2,IAH,SAN
18,IAH,LAX
1,IAH,AUS
12,IAH,RSW
1,IAH,MIA
44,IAH,LAX
2,IAH,OKC
1,IAH,ONT
6,IAH,FLL
2,IAH,SAT
9,IAH,LAX
11,IAH,PHL
3,IAH,HDN
2,IAH,SMF
3,IAH,HNL
4,IAH,MSY
8,IAH,MSY
15,IAH,DEN
61,IAH,EWR
45,IAH,EWR
6,IAH,EWR
1,IAH,LAX
5,IAH,SFO
4,IAH,LAS
2,IAH,TPA
4,IAH,EWR
2,IAH,SJU
2,IAH,PHX
13,IAH,BWI
7,IAH,RDU
6,IAH,DCA
1,IAH,SEA
3,IAH,SFO
6,IAH,DEN
2,IAH,SAT
4,IAH,DEN
5,IAH,PDX
2,IAH,EWR
9,IAH,PHX
4,IAH,BWI
8,IAH,SFO
3,IAH,SAT
1,IAH,BOS
8,IAH,LAS
1,IAH,SAN
17,IAH,SJC
1,IAH,MSY
8,IAH,BWI
6,IAH,LGA
48,IAH,ORD
1,IAH,SAT
5,IAH,BOS
2,IAH,LAS
3,IAH,DEN
4,IAH,MFE
56,IAH,LGA
10,IAH,SLC
4,IAH,ORD
3,IAH,BOS
7,IAH,MCO
8,IAH,LAS
10,IAH,DEN
35,IAH,TPA
33,IAH,MSP
12,IAH,MSY
136,IAH,LGA
8,IAH,CLE
1,IAH,DCA
2,IAH,EGE
11,IAH,SEA
21,IAH,SFO
1,IAH,BOS
1,IAH,MCO
94,IAH,LAS
1,IAH,TPA
27,IAH,LGA
9,IAH,SAN
4,IAH,SAN
4,IAH,AUS
8,IAH,ORD
14,IAH,SLC
11,IAH,SNA
2,IAH,MSY
3,IAH,SEA
30,IAH,LAX
4,IAH,DEN
21,IAH,EWR
21,IAH,PHX
7,IAH,EWR
6,IAH,DCA
3,IAH,SFO
37,IAH,SAT
7,IAH,LAX
22,IAH,LAS
7,IAH,AUS
2,IAH,PIT
67,IAH,MSY
6,IAH,SNA
10,IAH,PHL
9,IAH,SAT
40,IAH,TPA
7,IAH,SNA
1,IAH,AUS
1,IAH,CLE
15,IAH,ORD
6,IAH,FLL
9,IAH,DCA
13,IAH,MCI
10,IAH,MCO
8,IAH,SAN
3,IAH,MIA
6,IAH,AUS
2,IAH,LAX
11,IAH,SNA
94,IAH,LGA
2,IAH,SMF
6,IAH,PHL
19,IAH,SAT
45,IAH,SAN
7,IAH,MIA
2,IAH,LAX
1,IAH,SAN
3,IAH,ONT
45,IAH,ORD
5,IAH,FLL
7,IAH,ATL
16,IAH,SAT
1,IAH,DFW
5,IAH,MIA
10,IAH,LAX
5,IAH,SNA
4,IAH,PHL
2,IAH,CLE
4,IAH,MCO
13,IAH,SMF
13,IAH,HNL
10,IAH,MSY
5,IAH,SAT
41,IAH,MSY
43,IAH,LAX
13,IAH,EWR
74,IAH,EWR
7,IAH,MSY
11,IAH,LAX
6,IAH,ORD
1,IAH,ONT
3,IAH,MIA
11,IAH,LAS
6,IAH,TPA
9,IAH,EWR
6,IAH,SJU
63,IAH,PHX
1,IAH,CLE
15,IAH,RDU
36,IAH,DEN
1,IAH,BOS
12,IAH,LAS
12,IAH,DEN
38,IAH,EWR
39,IAH,PHX
1,IAH,BWI
15,IAH,SFO
30,IAH,SAT
2,IAH,BOS
5,IAH,LAS
6,IAH,SAN
34,IAH,SJC
3,IAH,MSY
12,IAH,BWI
3,IAH,LGA
9,IAH,ORD
12,IAH,SEA
24,IAH,SAT
10,IAH,BOS
2,IAH,EWR
4,IAH,MFE
7,IAH,PHX
2,IAH,LGA
8,IAH,SLC
18,IAH,SFO
8,IAH,BOS
14,IAH,LAS
69,IAH,DEN
1,IAH,DEN
21,IAH,TPA
2,IAH,MSP
4,IAH,MSY
21,IAH,LGA
29,IAH,CLE
10,IAH,DCA
1,IAH,EGE
42,IAH,SEA
4,IAH,SFO
1,IAH,BOS
3,IAH,MCO
4,IAH,LAS
1,IAH,MSY
16,IAH,SAN
13,IAH,AUS
16,IAH,ORD
6,IAH,SLC
21,IAH,ATL
4,IAH,MSY
24,IAH,SEA
6,IAH,SFO
1,IAH,PHL
1,IAH,MCO
48,IAH,LAX
9,IAH,EWR
23,IAH,PHX
34,IAH,TPA
14,IAH,EWR
6,IAH,ORD
11,IAH,SFO
24,IAH,SAT
10,IAH,MCO
1,IAH,LAS
12,IAH,DEN
6,IAH,AUS
12,IAH,PIT
21,IAH,SNA
17,IAH,SAT
12,IAH,LAS
1,IAH,DCA
7,IAH,TPA
24,IAH,AUS
13,IAH,CLE
22,IAH,ORD
5,IAH,FLL
2,IAH,RSW
25,IAH,MCI
28,IAH,AUS
11,IAH,MCO
11,IAH,SAN
3,IAH,LAX
7,IAH,MSY
4,IAH,LGA
9,IAH,MFE
23,IAH,SMF
12,IAH,ORD
30,IAH,FLL
9,IAH,RSW
33,IAH,ELP
8,IAH,PHL
3,IAH,SAN
44,IAH,LAX
6,IAH,ABQ
14,IAH,SAN
5,IAH,FLL
10,IAH,PHL
12,IAH,SAT
18,IAH,TUS
7,IAH,LAX
10,IAH,SNA
27,IAH,MSY
19,IAH,PHL
1,IAH,CLE
4,IAH,SMF
1,IAH,HNL
3,IAH,LAX
32,IAH,DEN
20,IAH,EWR
18,IAH,LAX
28,IAH,ORD
